,model_layer,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
0,0.0,0.5,0.6428571428571429,0.5625000000000001,168.0,0.5148514851485149,0.7222222222222222,0.6011560693641618,72.0,0.839924670433145,0.6607407407407407,0.7396351575456054,675.0,0.5384615384615384,0.6621621621621622,0.593939393939394,74.0,0.7924528301886793,0.717948717948718,0.7533632286995516,117.0,0.5560975609756098,0.6532951289398281,0.6007905138339921,349.0,0.6646048109965635,0.6236313475345813,0.6765376858118023,0.6418973938971175,1455.0,0.6973605795407444,0.6646048109965635,0.6727201859621507,1455.0
1,1.0,0.5436893203883495,0.6666666666666666,0.5989304812834224,168.0,0.6179775280898876,0.7638888888888888,0.6832298136645962,72.0,0.859402460456942,0.7244444444444444,0.7861736334405144,675.0,0.5760869565217391,0.7162162162162162,0.6385542168674698,74.0,0.7394957983193278,0.7521367521367521,0.7457627118644068,117.0,0.631578947368421,0.6876790830945558,0.6584362139917695,349.0,0.7127147766323024,0.6613718351907778,0.7185053419079207,0.6851811785186964,1455.0,0.7323047041056354,0.7127147766323024,0.7180629264819718,1455.0
2,2.0,0.58,0.6904761904761905,0.6304347826086957,168.0,0.6883116883116883,0.7361111111111112,0.7114093959731544,72.0,0.8679245283018868,0.7496296296296296,0.8044515103338633,675.0,0.6304347826086957,0.7837837837837838,0.6987951807228915,74.0,0.8090909090909091,0.7606837606837606,0.7841409691629956,117.0,0.6437659033078881,0.7249283667621776,0.6819407008086253,349.0,0.738831615120275,0.7032546352701781,0.7409354737411089,0.7185287566017043,1455.0,0.7552148513356343,0.738831615120275,0.743362151760454,1455.0
3,3.0,0.6290322580645161,0.6964285714285714,0.6610169491525423,168.0,0.6309523809523809,0.7361111111111112,0.6794871794871795,72.0,0.878682842287695,0.7511111111111111,0.8099041533546326,675.0,0.5742574257425742,0.7837837837837838,0.6628571428571428,74.0,0.839622641509434,0.7606837606837606,0.7982062780269058,117.0,0.6608478802992519,0.7593123209169055,0.7066666666666667,349.0,0.7484536082474227,0.7022325714759754,0.7479051098392073,0.7196897282575115,1455.0,0.7667242048890703,0.7484536082474227,0.75307729048957,1455.0
4,4.0,0.6524064171122995,0.7261904761904762,0.6873239436619719,168.0,0.6195652173913043,0.7916666666666666,0.6951219512195123,72.0,0.8943661971830986,0.7525925925925926,0.8173773129525341,675.0,0.5619047619047619,0.7972972972972973,0.659217877094972,74.0,0.8910891089108911,0.7692307692307693,0.8256880733944955,117.0,0.6741293532338308,0.7765042979942693,0.7217043941411452,349.0,0.7608247422680412,0.7155768426226977,0.7689136833286785,0.7344055920774385,1455.0,0.782831394658258,0.7608247422680412,0.7659871823459933,1455.0
5,5.0,0.6875,0.7202380952380952,0.7034883720930232,168.0,0.6363636363636364,0.7777777777777778,0.7000000000000001,72.0,0.8931034482758621,0.7674074074074074,0.8254980079681274,675.0,0.6,0.8108108108108109,0.6896551724137931,74.0,0.883495145631068,0.7777777777777778,0.8272727272727274,117.0,0.6813725490196079,0.7965616045845272,0.7344782034346103,349.0,0.7725085910652921,0.7303057965483624,0.7750955789327327,0.7467320805303803,1455.0,0.79019310037874,0.7725085910652921,0.7766017090985036,1455.0
6,6.0,0.735632183908046,0.7619047619047619,0.7485380116959063,168.0,0.6976744186046512,0.8333333333333334,0.759493670886076,72.0,0.9142857142857143,0.8059259259259259,0.8566929133858269,675.0,0.6630434782608695,0.8243243243243243,0.7349397590361446,74.0,0.8839285714285714,0.8461538461538461,0.8646288209606988,117.0,0.7146464646464646,0.8108882521489972,0.7597315436241612,349.0,0.8075601374570447,0.7682018051890528,0.8137550739651981,0.7873374532648022,1455.0,0.8198337447347128,0.8075601374570447,0.8105835530928189,1455.0
7,7.0,0.75,0.75,0.75,168.0,0.7261904761904762,0.8472222222222222,0.782051282051282,72.0,0.9120135363790186,0.7985185185185185,0.8515007898894155,675.0,0.6458333333333334,0.8378378378378378,0.7294117647058824,74.0,0.8547008547008547,0.8547008547008547,0.8547008547008547,117.0,0.7192982456140351,0.8223495702005731,0.7673796791443851,349.0,0.8075601374570447,0.7680060743696197,0.8184381672466676,0.7891740617486366,1455.0,0.8197399352079153,0.8075601374570447,0.810214916902181,1455.0
8,8.0,0.757396449704142,0.7619047619047619,0.7596439169139466,168.0,0.7078651685393258,0.875,0.782608695652174,72.0,0.920265780730897,0.8207407407407408,0.8676585747846516,675.0,0.6666666666666666,0.8378378378378378,0.7425149700598802,74.0,0.8928571428571429,0.8547008547008547,0.8733624454148471,117.0,0.7333333333333333,0.8194842406876791,0.7740189445196212,349.0,0.8199312714776632,0.7797307569719178,0.8282780726453122,0.7999679245575201,1455.0,0.8310097938552821,0.8199312714776632,0.8226114554250552,1455.0
9,9.0,0.7878787878787878,0.7738095238095238,0.7807807807807807,168.0,0.7325581395348837,0.875,0.7974683544303797,72.0,0.9317803660565723,0.8296296296296296,0.877742946708464,675.0,0.6914893617021277,0.8783783783783784,0.7738095238095238,74.0,0.9439252336448598,0.8632478632478633,0.9017857142857143,117.0,0.7213930348258707,0.830945558739255,0.7723035952063915,349.0,0.8309278350515464,0.8015041539405171,0.8418351589674417,0.8173151525368757,1455.0,0.8435980781821093,0.8309278350515464,0.8339313881640795,1455.0
