,model_layer,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
0,0.0,0.6918767507002801,0.6785714285714286,0.6851595006934813,364.0,0.753968253968254,0.6934306569343066,0.7224334600760456,411.0,0.7758985200845666,0.7661795407098121,0.7710084033613446,479.0,0.7154255319148937,0.7173333333333334,0.7163781624500666,375.0,0.5641891891891891,0.620817843866171,0.5911504424778761,269.0,0.6156462585034014,0.6557971014492754,0.6350877192982457,276.0,0.6973321067157314,0.6861674173934308,0.6886883174773878,0.6868696147261765,2174.0,0.7007126561468618,0.6973321067157314,0.6985173532775554,2174.0
1,1.0,0.6458923512747875,0.6263736263736264,0.6359832635983264,364.0,0.7,0.681265206812652,0.6905055487053021,411.0,0.7850467289719626,0.7014613778705637,0.74090407938258,479.0,0.6640826873385013,0.6853333333333333,0.6745406824146981,375.0,0.504885993485342,0.5762081784386617,0.5381944444444444,269.0,0.5819397993311036,0.6304347826086957,0.6052173913043478,276.0,0.6577736890524379,0.6469745934002828,0.6501794175729222,0.647557568308283,2174.0,0.6643527707711464,0.6577736890524379,0.6600532676876693,2174.0
2,2.0,0.6328125,0.6675824175824175,0.6497326203208557,364.0,0.7092731829573935,0.6885644768856448,0.6987654320987654,411.0,0.8,0.7014613778705637,0.7474972191323694,479.0,0.7062314540059347,0.6346666666666667,0.6685393258426966,375.0,0.47041420118343197,0.5910780669144982,0.5238879736408567,269.0,0.5641891891891891,0.605072463768116,0.5839160839160839,276.0,0.655933762649494,0.6471534212226583,0.6480709116146511,0.6453897758252712,2174.0,0.6679620330185252,0.655933762649494,0.6598598829875943,2174.0
3,3.0,0.6042296072507553,0.5494505494505495,0.5755395683453237,364.0,0.6502463054187192,0.6423357664233577,0.6462668298653611,411.0,0.7984886649874056,0.6617954070981211,0.7237442922374431,479.0,0.696969696969697,0.6133333333333333,0.652482269503546,375.0,0.3835616438356164,0.6245353159851301,0.4752475247524752,269.0,0.5294117647058824,0.5217391304347826,0.5255474452554744,276.0,0.608555657773689,0.6104846138613459,0.6021982504542124,0.5998046549932706,2174.0,0.6349246755793821,0.608555657773689,0.6160805501595461,2174.0
4,4.0,0.5855855855855856,0.5357142857142857,0.5595408895265422,364.0,0.6327543424317618,0.6204379562043796,0.6265356265356264,411.0,0.7161290322580646,0.6951983298538622,0.7055084745762713,479.0,0.5707547169811321,0.6453333333333333,0.6057571964956195,375.0,0.4409937888198758,0.5278810408921933,0.48054145516074454,269.0,0.5682819383259912,0.4673913043478261,0.5129224652087475,276.0,0.5961361545538179,0.5857499007337351,0.58199270839098,0.5818010179172587,2174.0,0.6006196676093214,0.5961361545538179,0.5966461757762417,2174.0
5,5.0,0.5485436893203883,0.6208791208791209,0.5824742268041236,364.0,0.5714285714285714,0.6326034063260341,0.6004618937644343,411.0,0.7860824742268041,0.6367432150313153,0.7035755478662052,479.0,0.5962566844919787,0.5946666666666667,0.595460614152203,375.0,0.4034090909090909,0.5278810408921933,0.4573268921095008,269.0,0.6269430051813472,0.4384057971014493,0.5159914712153518,276.0,0.5873965041398344,0.58877725259303,0.5751965411494633,0.5758817743186364,2174.0,0.6054324390494445,0.5873965041398344,0.590871874269441,2174.0
6,6.0,0.5830815709969789,0.5302197802197802,0.5553956834532374,364.0,0.6112600536193029,0.5547445255474452,0.5816326530612245,411.0,0.7675675675675676,0.592901878914405,0.6690223792697292,479.0,0.525065963060686,0.5306666666666666,0.5278514588859416,375.0,0.33191489361702126,0.5799256505576208,0.42219215155615697,269.0,0.5099601593625498,0.463768115942029,0.48576850094876656,276.0,0.546458141674333,0.5548083680373511,0.5420377696413246,0.5403104711958427,2174.0,0.5786882636890978,0.546458141674333,0.5553187032971646,2174.0
7,7.0,0.5916955017301038,0.4697802197802198,0.5237366003062787,364.0,0.6075581395348837,0.5085158150851582,0.5536423841059603,411.0,0.7574123989218329,0.5866388308977035,0.6611764705882353,479.0,0.5402010050251256,0.5733333333333334,0.5562742561448899,375.0,0.41496598639455784,0.45353159851301117,0.433392539964476,269.0,0.35564853556485354,0.6159420289855072,0.4509283819628647,276.0,0.5372585096596136,0.5445802611952262,0.5346236377658222,0.5298584388454508,2174.0,0.5704895676644944,0.5372585096596136,0.5448630839546128,2174.0
8,8.0,0.5870307167235495,0.4725274725274725,0.5235920852359208,364.0,0.5655526992287918,0.5352798053527981,0.55,411.0,0.6600877192982456,0.6283924843423799,0.6438502673796791,479.0,0.5011441647597255,0.584,0.5394088669950738,375.0,0.4171974522292994,0.48698884758364314,0.44939965694682676,269.0,0.4631578947368421,0.4782608695652174,0.4705882352941177,276.0,0.5404783808647654,0.5323617744960757,0.5309082465619185,0.5294731853086031,2174.0,0.5475115516081932,0.5404783808647654,0.541900176119488,2174.0
9,9.0,0.5991561181434599,0.3901098901098901,0.47254575707154745,364.0,0.6039325842696629,0.5231143552311436,0.560625814863103,411.0,0.6540178571428571,0.6116910229645094,0.6321467098166127,479.0,0.3793103448275862,0.6746666666666666,0.48560460652591164,375.0,0.38288288288288286,0.3159851301115242,0.34623217922606925,269.0,0.44672131147540983,0.39492753623188404,0.41923076923076924,276.0,0.5045998160073597,0.5110035164569765,0.48508243355260294,0.48606430612233553,2174.0,0.5281120650798219,0.5045998160073597,0.5042171184230257,2174.0
10,10.0,0.5472312703583062,0.46153846153846156,0.5007451564828614,364.0,0.6510067114093959,0.4720194647201946,0.5472496473906912,411.0,0.47700394218134035,0.7578288100208769,0.5854838709677419,479.0,0.6636363636363637,0.3893333333333333,0.4907563025210084,375.0,0.3495702005730659,0.45353159851301117,0.39482200647249194,269.0,0.46443514644351463,0.40217391304347827,0.4310679611650486,276.0,0.5078196872125115,0.5254806057669977,0.48940426352822586,0.49168749083330726,2174.0,0.5364870974428465,0.5078196872125115,0.5045322477915897,2174.0
11,11.0,0.6217616580310881,0.32967032967032966,0.4308797127468582,364.0,0.4014084507042254,0.6934306569343066,0.5084745762711864,411.0,0.8175895765472313,0.524008350730689,0.638676844783715,479.0,0.6075471698113207,0.42933333333333334,0.503125,375.0,0.31767337807606266,0.5278810408921933,0.39664804469273746,269.0,0.4365079365079365,0.39855072463768115,0.4166666666666667,276.0,0.4917203311867525,0.5337480282796441,0.48381240603308884,0.48241180752686064,2174.0,0.5596531930941919,0.4917203311867525,0.49775513981649494,2174.0
12,12.0,0.5295698924731183,0.5412087912087912,0.5353260869565216,364.0,0.5558252427184466,0.5571776155717761,0.5565006075334142,411.0,0.7186700767263428,0.5866388308977035,0.6459770114942529,479.0,0.5295774647887324,0.5013333333333333,0.5150684931506849,375.0,0.37026239067055394,0.4721189591078067,0.4150326797385621,269.0,0.4186046511627907,0.45652173913043476,0.4367417677642981,276.0,0.5280588776448942,0.5204182864233308,0.5191665448749742,0.5174411077729556,2174.0,0.5423999992992173,0.5280588776448942,0.5328144606891815,2174.0
